time,Vpos,Vacc
0,0.500000014981291,0.100000000654943
0.00500000000000078,0.500000015184581,0.100000000733408
0.00999999999999979,0.500045373240242,0.109279448034268
0.0150000000000006,0.500431112055959,0.112998706639337
0.0199999999999996,0.50130049092246,0.115475045848903
0.0250000000000004,0.502689136968871,0.120147845446507
0.0299999999999994,0.50500705315906,0.120508309740003
0.0350000000000001,0.5082647822452,0.120647552041864
0.0400000000000009,0.513546266491042,0.123897381583135
0.0449999999999999,0.518606356333515,0.122779177011968
0.0500000000000007,0.522057568650815,0.125873085238271
0.0549999999999997,0.532891963238881,0.128329046712474
0.0600000000000005,0.538929189610083,0.127041117012559
0.0649999999999995,0.54711080390736,0.128142801148218
0.0700000000000003,0.558778966538558,0.128631194974258
0.0750000000000011,0.568447781355936,0.127821874902887
0.0800000000000001,0.581133617405243,0.128785881454338
0.0850000000000009,0.599635546928868,0.12742784633237
0.0899999999999999,0.614881335005908,0.128014361031309
0.0950000000000006,0.63155910045736,0.125726096543373
0.0999999999999996,0.6459651709798,0.125747990671749
0.105,0.654839517719881,0.124417689310599
0.109999999999999,0.684125877952932,0.122858480219421
0.115,0.710359959346936,0.122137553406278
0.120000000000001,0.72436020565419,0.119618483340666
0.125,0.750612429405745,0.117970214718544
0.130000000000001,0.771258320632204,0.116424772722126
0.135,0.785578531146939,0.114989394199345
0.140000000000001,0.815043292396001,0.113818472706466
0.145,0.82809816917574,0.111487819299565
0.15,0.871409564845058,0.109796550811003
0.154999999999999,0.872397365166584,0.107568426913096
0.16,0.897928326129887,0.105149131406296
0.165000000000001,0.926279535383328,0.102973591226247
0.17,0.920085670299694,0.100990446201459
0.175000000000001,1.01120880495994,0.0989017339686937
0.18,1.01994561571842,0.0966976301323501
0.185,1.02728855579105,0.0949168957140333
0.19,1.08998094897806,0.092470131894037
0.195,1.05849376054339,0.090856096092531
0.200000000000001,1.11303722173838,0.0889492867863189
0.205,1.13424726147595,0.0876645427335946
0.210000000000001,1.16937259334109,0.086206142198248
0.215,1.19241002227011,0.0843158990992896
0.220000000000001,1.18853371816146,0.0828062743814674
0.225,1.22873520989757,0.0823859124555657
0.23,1.24626377754993,0.0803058209507483
0.234999999999999,1.28537308292767,0.0798500151832054
0.24,1.31640313635153,0.078171424013647
0.245000000000001,1.33555887144569,0.0770190566831425
0.25,1.3019022035457,0.0784664179780068
0.255000000000001,1.34268024048728,0.0771643320091045
0.26,1.32298161036741,0.0765035938437772
0.265000000000001,1.33941845859325,0.077813896132699
0.27,1.38306783732682,0.0780276838467465
0.275,1.43885077099498,0.0774278524442015
0.279999999999999,1.38456999595987,0.0756998195741247
0.285,1.42759015194589,0.0755227455451664
0.290000000000001,1.4194195981532,0.0776426942107849
0.295,1.46727514166687,0.0780839418215684
0.300000000000001,1.40913615663003,0.0783390947494581
0.305,1.44892732238733,0.0787220639708492
0.31,1.47012211004631,0.079594944527477
0.315,1.49148174084885,0.0796289713913927
0.32,1.50898437510262,0.0819137577896515
0.325000000000001,1.46774821009134,0.0839212547029193
0.33,1.4218992250999,0.0833514041811834
0.335000000000001,1.44653594125199,0.0861735511334484
